ESPÉCIE DE DÉBITO DETALHADA,ESPÉCIE,IDADE DA DÍVIDA,SALDO INICIAL DO PROCESSO,SALDO PROCESSO,VALOR RECOLHIMENTO PROCESSO,FAIXA DE RECOLHIMENTO,TAXA DE RECOLHIMENTO,PERÍODO DA DÍVIDA,PERIODO BAIXADO,SITUAÇÃO DO SALDO,INDICADOR DE PF OU PJ,SEGMENTO CONTRIBUINTE,QTDE. ANOS DO ESGOTAMENTO,ULTIMA ARRECADACAO,RATING
5,2,3,1887.8,613.99,0.0,0,0.0,0,0,0,0,10,0,0.0,3
5,2,1,0.0,773.41,0.0,0,0.0,0,0,0,0,10,0,0.0,2
5,2,1,2297.9,2018.27,339.33,3,0.1476696113843074,0,0,1,0,10,0,0.0,0
4,1,7,490.67,429.3699999999999,218.6782,2,0.4456726516803554,1,0,2,1,9,18,0.0,1
6,1,5,24677.94,14972.04,12383.71,1,0.5018129552142521,0,0,1,1,17,0,699500.5,0
9,1,12,914.42,2051.54,242.06,2,0.2647142450952517,1,1,2,1,13,20,0.0,1
9,1,1,0.0,22579.49,0.0,0,0.0,0,0,1,1,14,0,0.0,0
5,2,1,0.0,159.66,0.0,0,0.0,0,0,1,0,10,0,0.0,0
2,1,5,7509152.710000001,10155956.41,0.0,0,0.0,0,0,0,1,1,0,59090441.67,0
5,2,1,1272.45,1353.43,0.0,0,0.0,0,0,0,0,10,0,0.0,2
6,1,3,1392.48,1856.47,0.0,0,0.0,0,0,0,1,15,0,0.0,3
5,2,1,0.0,421.65,0.0,0,0.0,0,0,0,0,10,0,0.0,2
5,2,3,1521.19,1502.41,0.0,0,0.0,0,0,0,0,10,0,0.0,3
9,1,6,1205.36,1876.07,315.2188,2,0.2615142364106988,0,1,2,1,13,16,0.0,1
4,1,1,3561.02,384.26,3583.74,1,1.006380194438672,0,0,2,1,13,1,25779.32,0
9,1,10,1857.82,3725.65,415.85,2,0.2238376161307339,1,2,2,1,17,19,0.0,1
9,1,15,2254.2,6955.41,475.02,2,0.2107266435986159,1,1,2,1,17,7,0.0,1
6,1,1,6930.24,7213.81,351.98,3,0.05078900586415478,0,0,1,1,1,0,0.0,0
4,1,10,78.17,149.85,0.0,0,0.0,1,1,0,1,17,0,0.0,3
5,2,1,0.0,773.41,0.0,0,0.0,0,0,0,0,10,0,0.0,2
9,1,1,0.0,54982.28,0.0,0,0.0,0,0,1,1,17,0,0.0,0
5,2,7,841.06,446.23,817.2051,1,0.9716371008013698,1,0,2,0,10,12,0.0,0
8,0,9,877.2,1269.5,442.13,1,0.5040241678066575,1,0,2,0,10,20,0.0,0
4,1,7,37510.02,59144.72,0.0,0,0.0,1,1,0,1,15,0,0.0,3
5,2,3,1081.69,988.46,47.65,0,0.04405143802753099,0,0,1,0,10,0,0.0,0
5,2,3,672.94,423.79,0.0,0,0.0,0,0,0,0,10,0,0.0,3
8,0,5,5853.43,11140.6,1445.5159,2,0.2469519409986965,0,0,2,0,10,12,0.0,1
9,1,5,2815.11,4498.65,732.5091,2,0.2602062086383836,0,1,2,1,6,12,0.0,1
4,1,10,1223.3,199.67,1346.06,1,1.100351508215482,1,1,2,1,8,15,0.0,0
6,1,1,454215.14,481121.45,0.0,0,0.0,0,0,0,1,15,0,0.0,1
9,1,6,19126.62,44419.87,0.0,0,0.0,0,0,0,1,7,18,617.45,1
5,2,1,1281.66,1353.44,0.0,0,0.0,0,0,0,0,10,0,0.0,2
5,2,10,779.81,1011.92,210.31,2,0.2696938997961042,1,0,2,0,10,20,1176.56,1
6,1,13,12887.32,19006.57,5543.31,2,0.4301367545773675,1,1,2,1,17,3,0.0,1
5,2,1,0.0,399.74,0.0,0,0.0,0,0,1,0,10,0,5125.77,0
5,2,3,773.98,490.41,0.0,0,0.0,0,0,0,0,10,0,0.0,3
5,2,3,1353.21,606.85,0.0,0,0.0,0,0,0,0,10,0,0.0,3
6,1,7,1534.23,674.82,1359.6532,1,0.8862121063986494,1,1,1,1,13,0,0.0,0
5,2,3,1430.42,1392.82,0.0,0,0.0,0,0,0,0,10,0,0.0,3
4,1,7,480.54,503.36,161.9787,2,0.3370764140342116,1,1,2,1,11,18,0.0,1
5,2,1,1031.82,1089.61,0.0,0,0.0,0,0,0,0,10,0,0.0,2
6,1,6,20884.39,27076.86,3188.1674,3,0.1526579133984761,0,0,2,1,8,12,54892.18,1
2,1,13,1181.12,2945.53,300.39,2,0.2543264020590625,1,1,2,1,17,20,0.0,1
5,2,1,3047.78,3283.85,0.0,0,0.0,0,0,0,0,10,0,0.0,2
6,1,2,12785.75,10684.85,1585.71,3,0.1240216647439532,0,0,1,1,15,0,83101.95,0
10,3,7,6455.32,17133.13,0.0,0,0.0,1,0,0,0,10,0,0.0,3
5,2,4,989.3000000000002,228.52,0.0,0,0.0,0,0,0,0,10,0,0.0,3
5,2,1,0.0,120.28,0.0,0,0.0,0,0,1,0,10,0,0.0,0
6,1,7,54478.72,55643.09,3415.91,3,0.0627017301434395,1,0,1,1,12,0,99631.04,0
5,2,12,5115.55,6903.32,1586.24,2,0.3100820048675118,1,0,2,0,10,15,0.0,1
9,1,5,5920.76,7988.549999999998,1356.86,2,0.2291699038636932,0,0,2,1,17,1,9456.37,1
5,2,1,1272.45,1353.43,0.0,0,0.0,0,0,0,0,10,0,0.0,2
9,1,8,4959.42,11908.69,2508.38,1,0.5057809179299192,1,2,0,1,13,19,0.0,0
5,2,5,957.04,231.26,0.0,0,0.0,0,0,0,0,10,0,0.0,3
5,2,1,778.05,816.9599999999999,0.0,0,0.0,0,0,0,0,10,0,0.0,2
5,2,5,248.08,249.45,0.0,0,0.0,0,0,0,0,10,0,112.89,3
5,2,3,1878.03,605.37,0.0,0,0.0,0,0,0,0,10,0,305.44,3
5,2,3,1478.71,1055.96,277.62,3,0.187744723441378,0,0,1,0,10,0,844.92,0
5,2,1,778.05,816.9599999999999,0.0,0,0.0,0,0,0,0,10,0,0.0,2
9,1,14,482.74,1011.01,324.58,1,0.6723702199941998,1,1,2,1,17,4,0.0,0
5,2,1,778.05,816.9599999999999,0.0,0,0.0,0,0,0,0,10,0,878.16,2
9,1,13,340.32,1070.49,631.61,1,1.855929713211096,1,1,0,1,17,6,0.0,0
5,2,3,1037.66,364.59,0.0,0,0.0,0,0,0,0,10,0,0.0,3
5,2,1,2709.99,2927.18,0.0,0,0.0,0,0,0,0,10,0,961.23,2
5,2,1,0.0,626.75,0.0,0,0.0,0,0,1,0,10,0,1258.23,0
6,1,15,27352.77,58248.03,0.0,0,0.0,1,1,0,1,17,6,0.0,3
6,1,1,49861.58,56319.93,0.0,0,0.0,0,0,0,1,12,0,4120.31,0
6,1,19,2254.97,6121.1,0.0,0,0.0,1,1,0,1,17,0,0.0,2
6,1,8,6534.83,14255.45,0.0,0,0.0,1,2,0,1,8,0,0.0,3
9,1,15,224.49,765.31,761.01,1,3.389950554590405,1,1,0,1,13,7,0.0,0
5,2,1,0.0,773.41,0.0,0,0.0,0,0,0,0,10,0,0.0,2
5,2,1,4041.79,4371.69,0.0,0,0.0,0,0,0,0,10,0,0.0,2
5,2,3,1864.84,606.39,0.0,0,0.0,0,0,0,0,10,0,296.86,3
5,2,1,0.0,778.05,0.0,0,0.0,0,0,0,0,10,0,0.0,2
9,1,1,0.0,6894.5,0.0,0,0.0,0,0,1,1,6,0,0.0,0
5,2,0,0.0,745.78,0.0,0,0.0,0,0,0,1,4,1,24044.13,1
4,1,8,3679.48,5687.62,0.0,0,0.0,1,1,0,1,9,0,0.0,3
9,1,2,14491.18,15904.48,0.0,0,0.0,0,0,0,1,17,2,51050.99,1
5,2,3,845.43,364.04,0.0,0,0.0,0,0,0,0,10,0,1230.24,3
4,1,8,104801.4,118413.49,47294.57,2,0.4512780363621096,1,1,2,1,12,1,32430.35,1
5,2,5,1417.55,412.24,457.74,2,0.3229092448238158,0,0,1,0,10,0,0.0,0
4,1,2,18013.87,23499.13,0.0,0,0.0,0,0,0,1,17,0,0.0,1
4,1,3,18169.06,25876.17,0.0,0,0.0,0,0,0,1,13,0,0.0,1
5,2,1,778.05,816.9599999999999,0.0,0,0.0,0,0,0,0,10,0,0.0,2
5,2,4,1626.56,314.33,0.0,0,0.0,0,0,0,0,10,0,0.0,3
5,2,4,1026.86,189.03,0.0,0,0.0,0,0,0,0,10,0,0.0,3
9,1,18,465.39,1732.66,62.05,3,0.133329035862395,1,1,0,1,18,10,0.0,2
9,1,3,0.0,4905.14,0.0,0,0.0,0,0,1,1,0,0,0.0,0
2,1,19,23424.1,64589.11,7341.56,2,0.3134190854718005,1,1,0,1,7,11,0.0,0
5,2,1,0.0,421.65,0.0,0,0.0,0,0,0,0,10,0,0.0,2
5,2,1,1272.45,1353.43,0.0,0,0.0,0,0,0,0,10,0,0.0,2
9,1,9,916.8700000000001,2366.9,209.48,2,0.2284729569077404,1,1,0,1,13,21,0.0,1
5,2,1,787.74,827.14,0.0,0,0.0,0,0,0,0,10,0,0.0,2
9,1,8,913.51,2457.65,183.69,2,0.2010815426213178,1,1,0,1,17,19,0.0,1
9,1,8,1424.34,3377.68,0.0,0,0.0,1,1,0,1,17,19,0.0,3
9,1,10,1466.0,3040.12,342.42,2,0.2335743519781719,1,1,2,1,6,18,0.0,1
9,1,1,141635.9,162897.58,0.0,0,0.0,0,0,0,1,13,1,11609.74,1
9,1,19,1386.44,4534.5,634.98,2,0.4579931334929748,1,1,0,1,6,11,0.0,1
5,2,1,0.0,752.87,0.0,0,0.0,0,0,0,0,10,0,0.0,2
6,1,1,6186.13,4627.580000000001,0.0,0,0.0,0,0,0,1,8,0,54892.18,1
5,2,1,0.0,421.65,0.0,0,0.0,0,0,0,0,10,0,421.55,2
11,3,9,65521.05,162684.17,0.0,0,0.0,1,0,0,1,10,0,0.0,3
4,1,3,2805.25,3674.84,126.1,0,0.0449514303538009,0,2,1,1,17,0,0.0,0
5,2,1,778.05,816.9599999999999,0.0,0,0.0,0,0,0,0,10,0,0.0,2
6,1,1,9409.45,10371.09,0.0,0,0.0,0,0,0,1,7,0,0.0,2
5,2,5,929.28,195.3,0.0,0,0.0,0,0,0,0,10,0,0.0,3
6,1,3,4022.8,5865.47,0.0,0,0.0,0,0,0,1,17,0,0.0,3
5,2,1,0.0,1444.18,0.0,0,0.0,0,0,0,0,10,0,1184.86,2
5,2,1,778.05,816.9599999999999,0.0,0,0.0,0,0,0,0,10,0,0.0,2
5,2,1,0.0,1085.52,0.0,0,0.0,0,0,0,0,10,0,0.0,2
8,0,1,2493.24,3160.02,0.0,0,0.0,0,0,0,0,10,0,0.0,2
5,2,1,0.0,822.68,0.0,0,0.0,0,0,0,0,10,0,1668.36,2
11,3,10,2019.01,4384.63,0.0,0,0.0,1,0,0,1,10,0,0.0,0
5,2,5,1032.1,195.34,0.0,0,0.0,0,0,0,0,10,0,0.0,3
5,2,1,2081.61,2250.07,0.0,0,0.0,0,0,0,0,10,0,1380.84,2
6,1,9,242721.18,447964.88,4032.54,0,0.01661387770115488,1,1,2,1,17,20,0.0,3
5,2,11,2161.44,139.01,1245.49,1,0.5762315863498408,1,0,1,0,10,0,458.09,0
5,2,1,0.0,253.01,0.0,0,0.0,0,0,0,0,10,0,1382.19,2
6,1,2,444.79,495.48,0.0,0,0.0,0,0,0,1,13,0,0.0,1
2,1,9,12620.12,34651.45,0.0,0,0.0,1,1,0,1,1,0,0.0,2
5,2,5,1129.13,275.49,0.0,0,0.0,0,0,0,0,10,0,72.0,3
5,2,1,2105.29,2269.83,0.0,0,0.0,0,0,0,0,10,0,0.0,2
9,1,1,15813.15,17013.84,0.0,0,0.0,0,0,0,1,12,1,0.0,1
6,1,9,8609.57,2152.64,6762.24,1,0.7854329542590397,1,0,2,1,8,12,54892.18,0
5,2,1,795.5,835.28,0.0,0,0.0,0,0,0,0,10,0,0.0,2
9,1,17,1128.42,3931.71,420.72,2,0.3728399000372202,1,1,0,1,17,9,0.0,1
5,2,10,720.88,287.59,427.81,1,0.5934552213960714,1,1,0,1,0,21,0.0,0
5,2,3,1887.8,613.99,0.0,0,0.0,0,0,0,0,10,0,0.0,3
6,1,1,58583.18000000001,63489.01,0.0,0,0.0,0,0,0,1,13,0,1268.5,0
6,1,10,1821.11,1076.34,1101.88,1,0.6050595515921611,1,1,2,1,17,18,0.0,0
5,2,1,778.05,816.9599999999999,0.0,0,0.0,0,0,0,0,10,0,0.0,2
6,1,3,85422.76000000001,80534.14,15473.95,3,0.181145516721773,0,0,1,1,15,0,1300222.23,0
5,2,4,964.33,190.06,0.0,0,0.0,0,0,0,0,10,0,0.0,3
8,0,4,38396.53,14338.44,37774.34,1,0.983795671119239,0,0,1,0,10,0,16773.93,0
5,2,7,1594.58,1618.12,501.1857,2,0.3143057733070778,1,0,2,0,10,17,0.0,1
9,1,6,11626.69,14811.19,4615.17,2,0.3969461643855646,0,0,1,1,4,0,49728.07,0
6,1,12,2794.45,5223.23,1004.21,2,0.3593587289090877,1,1,2,1,17,3,0.0,1
4,1,3,2737.72,3182.870000000001,553.1,2,0.2020294259456774,0,0,2,1,12,2,17.24,1
4,1,2,104021.9,140405.43,0.0,0,0.0,0,0,0,1,17,0,0.0,1
5,2,9,3060.3,720.02,1540.7514,1,0.5034641701793942,1,0,1,1,10,0,7942.19,0
4,1,12,2697.08,3648.140000000001,609.17,2,0.2258627849377846,1,1,2,1,17,3,0.0,1
7,1,25,21753.89,93821.77,0.0,0,0.0,1,1,0,1,1,0,0.0,3
5,2,12,2274.58,3956.44,0.0,0,0.0,1,0,0,0,10,0,0.0,3
5,2,8,2077.16,1828.86,868.13,2,0.417940842303915,1,0,2,0,10,17,0.0,1
5,2,1,0.0,773.41,0.0,0,0.0,0,0,0,0,10,0,507.5,2
9,1,4,13499.24,14246.91,0.0,0,0.0,0,0,0,1,0,1,0.0,1
6,1,9,3075.89,6208.44,0.0,0,0.0,1,1,0,1,7,0,0.0,3
9,1,9,338.87,893.47,2861.61,1,8.444565762681854,1,1,0,1,17,20,0.0,0
5,2,1,0.0,2477.17,0.0,0,0.0,0,0,1,1,10,0,12969.16,0
6,1,1,473.94,494.92,0.0,0,0.0,0,0,0,1,17,0,0.0,1
6,1,1,10422.42,11013.41,0.0,0,0.0,0,0,0,1,7,0,0.0,1
5,2,1,962.9,1017.08,0.0,0,0.0,0,0,0,0,10,0,0.0,2
5,2,1,0.0,773.41,0.0,0,0.0,0,0,0,0,10,0,0.0,2
5,2,7,3747.04,4341.61,846.3032,2,0.2258591314744438,1,0,2,0,10,16,0.0,1
5,2,1,1272.45,1353.43,0.0,0,0.0,0,0,0,0,10,0,0.0,2
4,1,3,4802.01,4710.389999999999,1625.8742,2,0.3385820104497908,0,0,2,1,7,2,2988.79,1
5,2,1,2481.96,2680.81,0.0,0,0.0,0,0,0,0,10,0,0.0,2
5,2,1,1281.66,1353.44,0.0,0,0.0,0,0,0,0,10,0,0.0,2
4,1,12,125.42,186.45,32.16,2,0.2564184340615531,1,1,2,1,6,18,0.0,1
9,1,17,1473.56,2136.4,1556.88,1,1.056543337224138,1,1,2,1,13,3,0.0,0
4,1,12,6210.9,6795.049999999998,3359.46,1,0.5408974544751969,1,1,2,1,17,20,0.0,0
2,1,4,6709.28,3616.92,4584.62,1,0.6833251854148285,0,0,1,1,17,0,24815.45,0
6,1,5,2625.69,3111.890000000001,1085.5368,2,0.4134291557647704,0,1,2,1,8,15,0.0,1
5,2,3,1802.91,606.88,0.0,0,0.0,0,0,0,0,10,0,0.0,3
5,2,3,1864.84,606.39,0.0,0,0.0,0,0,0,0,10,0,0.0,3
5,2,5,1056.16,195.34,0.0,0,0.0,0,0,0,0,10,0,0.0,3
4,1,7,2156.97,402.97,2707.1445,1,1.25506822069848,1,1,1,1,13,0,0.0,0
5,2,1,0.0,423.76,0.0,0,0.0,0,0,0,0,10,0,0.0,2
9,1,1,0.0,95302.57,0.0,0,0.0,0,0,1,1,9,0,0.0,0
5,2,3,1143.67,604.39,0.0,0,0.0,0,0,0,0,10,0,0.0,3
2,1,5,4024.32,8359.66,0.0,0,0.0,0,1,0,1,12,0,0.0,2
5,2,4,1074.72,196.9,0.0,0,0.0,0,0,0,0,10,0,695.38,3
6,1,1,9501.130000000001,10291.34,0.0,0,0.0,0,0,0,1,15,0,326.02,1
9,1,1,0.0,42604.78,0.0,0,0.0,0,0,1,1,17,0,0.0,0
5,2,5,769.69,195.31,0.0,0,0.0,0,0,0,0,10,0,466.1,3
5,2,4,1090.6,212.76,0.0,0,0.0,0,0,0,0,10,0,0.0,3
5,2,1,780.09,819.1,0.0,0,0.0,0,0,0,0,10,0,0.0,2
5,2,4,1016.47,189.05,0.0,0,0.0,0,0,0,0,10,0,0.0,3
6,1,2,3041.47,2701.18,424.84,3,0.1396824561807284,0,0,1,1,7,0,400.48,0
